date,state_code,commodity,total_allocated_qty,lag_1,lag_2,lag_3,lag_6,lag_9,lag_12,rolling_mean_3,rolling_mean_6,rolling_std_3
2018-09-30,AN,rice,416.77,423.13,436.08,429.04,116.19,1000.1209999999995,32.330000000000005,429.4166666666667,371.06,6.483211652665399
2018-10-31,AN,rice,456.9,416.77,423.13,436.08,407.87,1000.1209999999995,32.330000000000005,425.32666666666665,421.1566666666667,9.840631754783592
2018-11-30,AN,rice,472.75,456.9,416.77,423.13,414.05,116.73,1000.1209999999995,432.26666666666665,429.3283333333334,21.56880231568868
2018-12-31,AN,rice,530.01,472.75,456.9,416.77,429.04,116.19,1000.1209999999995,448.8066666666667,439.1116666666667,28.85423077008402
2019-01-31,AN,rice,348.29,530.01,472.75,456.9,436.08,407.87,1000.1209999999995,486.5533333333333,455.94,38.45994063091199
2019-02-28,AN,rice,348.29,348.29,530.01,472.75,423.13,414.05,116.73,450.34999999999997,441.30833333333334,92.90780160998284
2019-03-31,AN,rice,348.29,348.29,348.29,530.01,416.77,429.04,116.19,408.8633333333334,428.835,104.91609091713839
2019-04-30,AN,rice,296.61,348.29,348.29,348.29,456.9,436.08,407.87,348.29,417.4216666666666,0.0
2019-05-31,AN,rice,276.01,296.61,348.29,348.29,472.75,423.13,414.05,331.06333333333333,390.7066666666667,29.83746191171808
2019-06-30,AN,rice,254.59,276.01,296.61,348.29,530.01,416.77,429.04,306.97,357.9166666666667,37.23703532774709
2019-07-31,AN,rice,289.33,254.59,276.01,296.61,348.29,456.9,436.08,275.7366666666667,312.0133333333334,21.011333449669557
2019-08-31,AN,rice,320.45,289.33,254.59,276.01,348.29,472.75,423.13,273.31,302.18666666666667,17.526676809933697
2019-09-30,AN,rice,260.2,320.45,289.33,254.59,348.29,530.01,416.77,288.1233333333334,297.5466666666667,32.946576959271624
2019-10-31,AN,rice,289.99,260.2,320.45,289.33,296.61,348.29,456.9,289.99333333333334,282.865,30.130476818882396
2019-11-30,AN,rice,303.34000000000003,289.99,260.2,320.45,276.01,348.29,472.75,290.2133333333333,281.7616666666667,30.125620878800316
2019-12-31,AN,rice,307.2,303.34000000000003,289.99,260.2,254.59,348.29,530.01,284.51000000000005,286.31666666666666,22.085916326923698
2020-01-31,AN,rice,307.22,307.2,303.34000000000003,289.99,289.33,296.61,348.29,300.1766666666667,295.085,9.03056107521636
2020-02-29,AN,rice,317.43,307.22,307.2,303.34000000000003,320.45,276.01,348.29,305.92,298.06666666666666,2.2343679195426454
2020-03-31,AN,rice,275.52,317.43,307.22,307.2,260.2,254.59,348.29,310.6166666666667,297.56333333333333,5.900528224931769
2020-04-30,AN,rice,586.45,275.52,317.43,307.22,289.99,289.33,296.61,300.0566666666667,300.11666666666673,21.853993532835442
2020-05-31,AN,rice,32.330000000000005,586.45,275.52,317.43,303.34000000000003,320.45,276.01,393.1333333333334,349.52666666666664,168.72347860725625
2020-06-30,AN,rice,590.3,32.330000000000005,586.45,275.52,307.2,260.2,254.59,298.1,304.35833333333335,277.74923204214247
2020-07-31,AN,rice,65.53999999999999,590.3,32.330000000000005,586.45,307.22,289.99,289.33,403.02666666666664,351.5416666666667,321.03850179274957
2020-08-31,AN,rice,503.64,65.53999999999999,590.3,32.330000000000005,317.43,303.34000000000003,320.45,229.39,311.26166666666666,312.99799855590106
2020-09-30,AN,rice,110.05,503.64,65.53999999999999,590.3,275.52,307.2,260.2,386.49333333333334,342.2966666666666,281.3108077080105
2020-10-31,AN,rice,637.34,110.05,503.64,65.53999999999999,586.45,307.22,289.99,226.40999999999997,314.7183333333333,241.11748111657076
2020-11-30,AN,rice,91.17,637.34,110.05,503.64,32.330000000000005,317.43,303.34000000000003,417.01,323.2,274.11175403473663
2020-12-31,AN,rice,575.96,91.17,637.34,110.05,590.3,275.52,307.2,279.52,333.00666666666666,310.0249633497275
2021-01-31,AN,rice,32.330000000000005,575.96,91.17,637.34,65.53999999999999,586.45,307.22,434.8233333333333,330.6166666666666,299.1907188288656
2021-02-28,AN,rice,292.04999999999995,32.330000000000005,575.96,91.17,503.64,32.330000000000005,317.43,233.15333333333334,325.08166666666665,298.3334450465338
2021-03-31,AN,rice,401.85,292.04999999999995,32.330000000000005,575.96,110.05,590.3,275.52,300.1133333333333,289.81666666666666,271.90468409597736
2021-04-30,AN,rice,317.54,401.85,292.04999999999995,32.330000000000005,637.34,65.53999999999999,586.45,242.07666666666668,338.45,189.7610553652493
2021-05-31,AN,rice,317.81,317.54,401.85,292.04999999999995,91.17,503.64,32.330000000000005,337.14666666666665,285.15000000000003,57.46586842059603
2021-06-30,AN,rice,316.04,317.81,317.54,401.85,575.96,110.05,590.3,345.73333333333335,322.92333333333335,48.59864641462001
2018-10-31,AN,wheat,38.97,40.03,40.426,38.81,34.0,24.08,3.37,39.75533333333333,37.92600000000001,0.8422857788979096
2018-11-30,AN,wheat,37.65,38.97,40.03,40.426,35.84,24.08,22.58,39.80866666666667,38.754333333333335,0.752811618755754
2018-12-31,AN,wheat,37.58,37.65,38.97,40.03,38.45,24.08,24.05,38.88333333333333,39.056,1.1923645974841908
2019-01-31,AN,wheat,37.75,37.58,37.65,38.97,38.81,34.0,24.08,38.06666666666666,38.911,0.783092161455863
2019-02-28,AN,wheat,37.75,37.75,37.58,37.65,40.426,35.84,24.08,37.66,38.73433333333333,0.08544003745474923
2019-03-31,AN,wheat,37.75,37.75,37.75,37.58,40.03,38.45,24.08,37.69333333333333,38.288333333333334,0.09814954576361205
2019-04-30,AN,wheat,3.36,37.75,37.75,37.75,38.97,38.81,34.0,37.75,37.90833333333333,0.0
2019-05-31,AN,wheat,3.42,3.36,37.75,37.75,37.65,40.426,35.84,26.286666666666672,31.973333333333333,19.855075757431226
2019-06-30,AN,wheat,0.07450000000000001,3.42,3.36,37.75,37.58,40.03,38.45,14.843333333333334,26.268333333333334,19.8377779333607
2019-07-31,AN,wheat,0.08,0.07450000000000001,3.42,3.36,37.75,38.97,38.81,2.2848333333333333,20.017416666666666,1.9144398876257374
2019-08-31,AN,wheat,0.07450000000000001,0.08,0.07450000000000001,3.42,37.75,37.65,40.426,1.1915,13.739083333333333,1.9299395715926129
2019-09-30,AN,wheat,0.5800000000000001,0.07450000000000001,0.08,0.07450000000000001,37.75,37.58,40.03,0.07633333333333335,7.459833333333333,0.0031754263298483386
2019-10-31,AN,wheat,0.25,0.5800000000000001,0.07450000000000001,0.08,3.36,37.75,38.97,0.24483333333333338,1.2648333333333333,0.29027587452694326
2019-11-30,AN,wheat,0.17,0.25,0.5800000000000001,0.07450000000000001,3.42,37.75,37.65,0.30150000000000005,0.7464999999999998,0.25665492397195533
2019-12-31,AN,wheat,23.76,0.17,0.25,0.5800000000000001,0.07450000000000001,37.75,37.58,0.3333333333333334,0.20483333333333334,0.21733231083385768
2020-01-31,AN,wheat,38.85,23.76,0.17,0.25,0.08,3.36,37.75,8.06,4.152416666666666,13.596657677532349
2020-02-29,AN,wheat,2.22,38.85,23.76,0.17,0.07450000000000001,3.42,37.75,20.926666666666666,10.614083333333333,19.495036120339275
2020-03-31,AN,wheat,0.46,2.22,38.85,23.76,0.5800000000000001,0.07450000000000001,37.75,21.610000000000003,10.97166666666667,18.40940248894569
2020-04-30,AN,wheat,40.426,0.46,2.22,38.85,0.25,0.08,3.36,13.843333333333334,10.951666666666668,21.674280457107052
2020-05-31,AN,wheat,0.99,40.426,0.46,2.22,0.17,0.07450000000000001,3.42,14.36866666666667,17.64766666666667,22.583464422743752
2020-06-30,AN,wheat,0.77,0.99,40.426,0.46,23.76,0.5800000000000001,0.07450000000000001,13.958666666666671,17.784333333333333,22.922914852464395
2020-07-31,AN,wheat,0.1699999999999999,0.77,0.99,40.426,38.85,0.25,0.08,14.062000000000003,13.952666666666667,22.832158724045335
2018-08-31,AP,rice,160133.82,160361.4775,160137.97,160109.87,156996.38,157594.87,6123.843000000001,160203.10583333333,159099.89791666667,137.8716472007932
2018-09-30,AP,rice,160285.96,160133.82,160361.4775,160137.97,157091.73,156928.57,6123.843000000001,160211.08916666667,159622.80458333335,130.2566456149479
2018-10-31,AP,rice,160158.5,160285.96,160133.82,160361.4775,159901.96,157013.18,158506.74,160260.41916666666,160155.17625,115.95790163612455
2018-11-30,AP,rice,160280.12,160158.5,160285.96,160133.82,160109.87,156996.38,157594.87,160192.76,160197.93291666664,81.6514274202944
2018-12-31,AP,rice,160349.46,160280.12,160158.5,160285.96,160137.97,157091.73,156928.57,160241.52666666664,160226.30791666667,71.96246892029308
2019-01-31,AP,rice,160361.4775,160349.46,160280.12,160158.5,160361.4775,159901.96,157013.18,160262.69333333333,160261.55625,96.6653864271189
2019-02-28,AP,rice,157155.74,160361.4775,160349.46,160280.12,160133.82,160109.87,156996.38,160330.3525,160261.55625,43.91563637844097
2019-03-31,AP,rice,156920.47,157155.74,160361.4775,160349.46,160285.96,160137.97,157091.73,159288.8925,159765.20958333332,1847.3740271716765
2019-04-30,AP,rice,6123.843000000001,156920.47,157155.74,160361.4775,160158.5,160361.4775,159901.96,158145.89583333334,159204.29458333334,1922.3526171014503
2019-05-31,AP,rice,157363.30000000002,6123.843000000001,156920.47,157155.74,160280.12,160133.82,160109.87,106733.35099999998,133531.85175,87130.46919990028
2019-06-30,AP,rice,159257.83,157363.30000000002,6123.843000000001,156920.47,160349.46,160285.96,160137.97,106802.53766666667,133045.71508333334,87190.58833635742
2019-07-31,AP,rice,157195.71,159257.83,157363.30000000002,6123.843000000001,160361.4775,160158.5,160361.4775,107581.65766666667,132863.77675,87870.15095401843
2019-08-31,AP,rice,157342.39,157195.71,159257.83,157363.30000000002,157155.74,160280.12,160133.82,157938.94666666666,132336.14883333334,1145.2561011550845
2019-09-30,AP,rice,11577.57,157342.39,157195.71,159257.83,156920.47,160349.46,160285.96,157931.97666666665,132367.25716666668,1150.562493623422
2019-10-31,AP,rice,9994.82,11577.57,157342.39,157195.71,6123.843000000001,160361.4775,160158.5,108705.22333333333,108143.44050000001,84115.04716925343
2019-11-30,AP,rice,156209.94,9994.82,11577.57,157342.39,157363.30000000002,157155.74,160280.12,59638.26000000001,108788.60333333333,84617.9593152854
2019-12-31,AP,rice,156186.78,156209.94,9994.82,11577.57,159257.83,156920.47,160349.46,59260.77666666667,108596.37666666666,83964.16781976481
2020-01-31,AP,rice,156177.28,156186.78,156209.94,9994.82,157195.71,6123.843000000001,160361.4775,107463.84666666668,108084.53499999999,84410.6539697859
2020-02-29,AP,rice,156171.8,156177.28,156186.78,156209.94,157342.39,157363.30000000002,157155.74,156191.33333333334,107914.79666666668,16.799361049951507
2020-03-31,AP,rice,156023.45,156171.8,156177.28,156186.78,11577.57,159257.83,156920.47,156178.62,107719.69833333332,7.579366619481558
2020-04-30,AP,rice,156023.43,156023.45,156171.8,156177.28,9994.82,157195.71,6123.843000000001,156124.17666666667,131794.01166666666,87.27487399979006
2020-05-31,AP,rice,153332.76,156023.43,156023.45,156171.8,156209.94,157342.39,157363.30000000002,156072.89333333334,156132.1133333333,85.65568651101744
2020-06-30,AP,rice,153576.42,153332.76,156023.43,156023.45,156186.78,11577.57,159257.83,155126.54666666666,155652.58333333334,1553.464822334755
2020-07-31,AP,rice,153577.14,153576.42,153332.76,156023.43,156177.28,9994.82,157195.71,154310.87,155217.52333333335,1488.1158772414549
2020-08-31,AP,rice,160361.4775,153577.14,153576.42,153332.76,156171.8,156209.94,157342.39,153495.44000000003,154784.16666666666,140.885472629555
2020-09-30,AP,rice,155321.51,160361.4775,153577.14,153576.42,156023.45,156186.78,11577.57,155838.34583333335,155482.44625,3917.1469445376038
2020-10-31,AP,rice,155340.02,155321.51,160361.4775,153577.14,156023.43,156177.28,9994.82,156420.0425,155365.45625000002,3523.0511021899742
2020-11-30,AP,rice,154119.1,155340.02,155321.51,160361.4775,153332.76,156171.8,156209.94,157007.6691666667,155251.55458333335,2904.497961365339
2020-12-31,AP,rice,153377.37,154119.1,155340.02,155321.51,153576.42,156023.45,156186.78,154926.87666666668,155382.61125000002,699.6163323075202
2021-01-31,AP,rice,153114.83,153377.37,154119.1,155340.02,153577.14,156023.43,156177.28,154278.83,155349.43625,991.0267455008768
2021-02-28,AP,rice,152838.62,153114.83,153377.37,154119.1,160361.4775,153332.76,156171.8,153537.09999999998,155272.38458333333,520.8404869996689
2021-03-31,AP,rice,152838.62,152838.62,153114.83,153377.37,155321.51,153576.42,156023.45,153110.27333333332,154018.57499999998,269.40390314796736
2021-04-30,AP,rice,153318.35,152838.62,152838.62,153114.83,155340.02,153577.14,156023.43,152930.68999999997,153604.75999999998,159.4699178466543
2021-05-31,AP,rice,153129.54,153318.35,152838.62,152838.62,154119.1,160361.4775,153332.76,152998.53,153267.81499999997,276.9722446347825
2021-06-30,AP,rice,150269.11,153129.54,153318.35,152838.62,153377.37,155321.51,153576.42,153095.50333333333,153102.88833333334,241.66938000369692
2021-07-31,AP,rice,131602.33,150269.11,153129.54,153318.35,153114.83,155340.02,153577.14,152239.0,152584.845,1708.584871493948
2021-08-31,AP,rice,123202.52,131602.33,150269.11,153129.54,152838.62,154119.1,160361.4775,145000.32666666666,148999.42833333334,11690.819088337259
2021-09-30,AP,rice,131590.23,123202.52,131602.33,150269.11,152838.62,153377.37,155321.51,135024.65333333332,144060.07833333334,13854.03537982452
2018-12-31,AR,rice,9163.55,9164.55,9152.32,9323.53,4677.45,3286.5,1199.4575,9213.466666666667,6950.293333333334,95.51359187747822
2019-01-31,AR,rice,9279.01,9163.55,9164.55,9152.32,4691.55,5677.450000000001,3628.8,9160.14,7697.976666666666,6.79075106330805
2019-02-28,AR,rice,9243.89,9279.01,9163.55,9164.55,4692.36,4677.45,3628.8,9202.37,8462.553333333333,66.3740702383408
2019-03-31,AR,rice,9242.85,9243.89,9279.01,9163.55,9323.53,4677.45,3286.5,9228.816666666666,9221.141666666666,59.18747277370209
2019-04-30,AR,rice,9809.42,9242.85,9243.89,9279.01,9152.32,4691.55,5677.450000000001,9255.25,9207.695,20.583333063537694
2019-05-31,AR,rice,9919.43,9809.42,9242.85,9243.89,9164.55,4692.36,4677.45,9432.053333333333,9317.211666666668,326.80953357167976
2019-06-30,AR,rice,9438.22,9919.43,9809.42,9242.85,9163.55,9323.53,4677.45,9657.233333333334,9443.025,363.0574475662767
2019-07-31,AR,rice,8704.67,9438.22,9919.43,9809.42,9279.01,9152.32,4691.55,9722.356666666667,9488.803333333333,252.14238841047816
2019-08-31,AR,rice,9010.95,8704.67,9438.22,9919.43,9243.89,9164.55,4692.36,9354.106666666667,9393.08,611.7325837597162
2019-09-30,AR,rice,9327.39,9010.95,8704.67,9438.22,9242.85,9163.55,9323.53,9051.28,9354.256666666666,368.434230630112
2019-10-31,AR,rice,9195.21,9327.39,9010.95,8704.67,9809.42,9279.01,9152.32,9014.336666666668,9368.346666666666,311.37381349968325
2019-11-30,AR,rice,9150.42,9195.21,9327.39,9010.95,9919.43,9243.89,9164.55,9177.85,9265.978333333334,158.93267631297022
2019-12-31,AR,rice,8980.71,9150.42,9195.21,9327.39,9438.22,9242.85,9163.55,9224.339999999998,9137.81,92.01093902359614
2020-01-31,AR,rice,10477.51,8980.71,9150.42,9195.21,8704.67,9809.42,9279.01,9108.779999999999,9061.558333333332,113.1502527615516
2020-02-29,AR,rice,10477.51,10477.51,8980.71,9150.42,9010.95,9919.43,9243.89,9536.213333333333,9357.031666666666,819.5913201305522
2020-03-31,AR,rice,10252.33,10477.51,10477.51,8980.71,9327.39,9438.22,9242.85,9978.576666666668,9601.458333333334,864.1778829230398
2020-04-30,AR,rice,8658.89,10252.33,10477.51,10477.51,9195.21,8704.67,9809.42,10402.45,9755.615,130.0077336161884
2020-05-31,AR,rice,9038.63,8658.89,10252.33,10477.51,9150.42,9010.95,9919.43,9796.243333333334,9666.228333333333,991.3909227612213
2020-06-30,AR,rice,8627.79,9038.63,8658.89,10252.33,8980.71,9327.39,9438.22,9316.616666666667,9647.596666666666,832.2981428150258
2020-07-31,AR,rice,8598.99,8627.79,9038.63,8658.89,10477.51,9195.21,8704.67,8775.103333333333,9588.776666666667,228.74993012749871
2020-08-31,AR,rice,8433.87,8598.99,8627.79,9038.63,10477.51,9150.42,9010.95,8755.136666666667,9275.69,245.93436631210224
2020-09-30,AR,rice,8080.86,8433.87,8598.99,8627.79,10252.33,8980.71,9327.39,8553.550000000001,8935.083333333334,104.64146787961444
2020-10-31,AR,rice,10477.51,8080.86,8433.87,8598.99,8658.89,10477.51,9195.21,8371.24,8573.171666666667,264.68200146590857
2020-11-30,AR,rice,6121.84,10477.51,8080.86,8433.87,9038.63,10477.51,9150.42,8997.413333333334,8876.275,1293.8966813595803
2020-12-31,AR,rice,5303.59,6121.84,10477.51,8080.86,8627.79,10252.33,8980.71,8226.736666666668,8390.143333333333,2181.4961124497413
2021-01-31,AR,rice,5765.31,5303.59,6121.84,10477.51,8598.99,8658.89,10477.51,7300.9800000000005,7836.110000000001,2781.2120372779923
2021-02-28,AR,rice,5397.65,5765.31,5303.59,6121.84,8433.87,9038.63,10477.51,5730.246666666667,7363.830000000001,410.25034263645614
2021-03-31,AR,rice,5851.67,5397.65,5765.31,5303.59,8080.86,8627.79,10252.33,5488.849999999999,6857.793333333334,243.9967614539091
2021-04-30,AR,rice,5505.35,5851.67,5397.65,5765.31,10477.51,8598.99,8658.89,5671.543333333334,6486.261666666666,241.09682895743236
2021-05-31,AR,rice,6515.3,5505.35,5851.67,5397.65,6121.84,8433.87,9038.63,5584.889999999999,5657.568333333334,237.23089765036082
2021-06-30,AR,rice,6011.08,6515.3,5505.35,5851.67,5303.59,8080.86,8627.79,5957.44,5723.145,513.2155690350749
2021-07-31,AR,rice,1356.71,6011.08,6515.3,5505.35,5765.31,10477.51,8598.99,6010.576666666667,5841.06,504.975188136337
2021-08-31,AR,rice,1199.4575,1356.71,6011.08,6515.3,5397.65,6121.84,8433.87,4627.696666666667,5106.293333333333,2843.9540752679764
2021-09-30,AR,rice,1199.4575,1199.4575,1356.71,6011.08,5851.67,5303.59,8080.86,2855.7491666666665,4406.5945833333335,2733.7275994559295
2018-08-31,AS,rice,126780.06,125579.89,125448.49,125455.71,134701.30199999994,29219.590000000022,29219.590000000022,125494.69666666667,126997.832,73.86785589383257
2018-09-30,AS,rice,124299.9,126780.06,125579.89,125448.49,124656.53,29219.590000000022,29219.590000000022,125936.14666666667,125677.625,733.7975031535256
2018-10-31,AS,rice,125286.47,124299.9,126780.06,125579.89,126145.07,124374.67,29219.590000000022,125553.28333333333,125618.18666666666,1240.294054825052
2018-11-30,AS,rice,125261.32,125286.47,124299.9,126780.06,125455.71,134701.30199999994,29219.590000000022,125455.47666666667,125475.08666666667,1248.6876496683908
2018-12-31,AS,rice,124355.67,125261.32,125286.47,124299.9,125448.49,124656.53,29219.590000000022,124949.23,125442.68833333334,562.4768593471607
2019-01-31,AS,rice,112367.43,124355.67,125261.32,125286.47,125579.89,126145.07,124374.67,124967.82,125260.55166666665,530.2865711113576
2019-02-28,AS,rice,95829.61,112367.43,124355.67,125261.32,126780.06,125455.71,134701.30199999994,120661.47333333333,123058.47500000002,7197.111684004521
2019-03-31,AS,rice,117722.01,95829.61,112367.43,124355.67,124299.9,125448.49,124656.53,110850.90333333332,117900.06666666667,14323.369527765946
2019-04-30,AS,rice,108788.91,117722.01,95829.61,112367.43,125286.47,125579.89,126145.07,108639.68333333333,116803.75166666666,11412.333935183196
2019-05-31,AS,rice,123749.49,108788.91,117722.01,95829.61,125261.32,126780.06,125455.71,107446.84333333334,114054.15833333333,11007.731448547152
2019-06-30,AS,rice,124545.05,123749.49,108788.91,117722.01,124355.67,124299.9,125448.49,116753.47000000002,113802.18666666666,7527.170170974007
2019-07-31,AS,rice,124484.64,124545.05,123749.49,108788.91,112367.43,125286.47,125579.89,119027.81666666667,113833.75,8876.070990305008
2019-08-31,AS,rice,124477.36,124484.64,124545.05,123749.49,95829.61,125261.32,126780.06,124259.72666666667,115853.28500000002,442.9090584239206
2019-09-30,AS,rice,124466.62,124477.36,124484.64,124545.05,117722.01,124355.67,124299.9,124502.35000000002,120627.90999999999,37.15800183837139
2019-10-31,AS,rice,134701.30199999994,124466.62,124477.36,124484.64,108788.91,112367.43,125286.47,124476.20666666667,121752.01166666666,9.065193542068036
2019-11-30,AS,rice,124486.6,134701.30199999994,124466.62,124477.36,123749.49,95829.61,125261.32,127881.76066666663,126070.74366666666,5905.8984781895315
2019-12-31,AS,rice,134701.30199999994,124486.6,134701.30199999994,124466.62,124545.05,117722.01,124355.67,127884.84066666664,126193.59533333332,5903.237131584789
2020-01-31,AS,rice,124500.39,134701.30199999994,124486.6,134701.30199999994,124484.64,108788.91,112367.43,131296.4013333333,127886.30399999999,5897.4609493918015
2020-02-29,AS,rice,124473.1,124500.39,134701.30199999994,124486.6,124477.36,123749.49,95829.61,127896.09733333332,127888.92899999999,5893.484152641922
2020-03-31,AS,rice,124461.89,124473.1,124500.39,134701.30199999994,124466.62,124545.05,117722.01,127891.59733333332,127888.21899999998,5897.393019075588
2020-04-30,AS,rice,124478.03,124461.89,124473.1,124500.39,134701.30199999994,124484.64,108788.91,124478.46,127887.43066666665,19.801760043899364
2020-05-31,AS,rice,124572.07,124478.03,124461.89,124473.1,124486.6,124477.36,123749.49,124471.00666666667,126183.55199999998,8.27112049059566
2020-06-30,AS,rice,124545.66,124572.07,124478.03,124461.89,134701.30199999994,124466.62,124545.05,124503.99666666666,126197.79699999998,59.503016177071096
2020-07-31,AS,rice,124609.07,124545.66,124572.07,124478.03,124500.39,134701.30199999994,124484.64,124531.92,124505.19,48.50227933647693
2020-08-31,AS,rice,124774.28,124609.07,124545.66,124572.07,124473.1,124486.6,124477.36,124575.60000000002,124523.30333333333,31.852043903488088
2020-09-30,AS,rice,115813.94,124774.28,124609.07,124545.66,124461.89,134701.30199999994,124466.62,124643.00333333334,124573.5,118.02702840517449
2020-10-31,AS,rice,125140.56,115813.94,124774.28,124609.07,124478.03,124500.39,134701.30199999994,121732.43000000001,123132.175,5126.228291453776
2020-11-30,AS,rice,124887.23,125140.56,115813.94,124774.28,124572.07,124473.1,124486.6,121909.59333333334,123242.59666666666,5282.1664522934525
2020-12-31,AS,rice,125270.36,124887.23,125140.56,115813.94,124545.66,124461.89,134701.30199999994,121947.24333333333,123295.12333333334,5313.106563606113
2021-01-31,AS,rice,117926.44,125270.36,124887.23,125140.56,124609.07,124478.03,124500.39,125099.38333333335,123415.90666666666,194.85581242030835
2021-02-28,AS,rice,119549.17,117926.44,125270.36,124887.23,124774.28,124572.07,124473.1,122694.67666666668,122302.13500000001,4133.855081063472
2021-03-31,AS,rice,125430.95,119549.17,117926.44,125270.36,115813.94,124545.66,124461.89,120915.32333333335,121431.28333333333,3857.8584006200304
2021-04-30,AS,rice,114837.12,125430.95,119549.17,117926.44,125140.56,124609.07,124478.03,120968.85333333333,123034.11833333335,3948.5495007957693
2021-05-31,AS,rice,122873.16,114837.12,125430.95,119549.17,124887.23,124774.28,124572.07,119939.08,121316.87833333334,5307.667178083165
2021-06-30,AS,rice,107765.68,122873.16,114837.12,125430.95,125270.36,115813.94,124545.66,121047.07666666666,120981.2,5527.951136943463
2021-07-31,AS,rice,115975.59,107765.68,122873.16,114837.12,117926.44,125140.56,124609.07,115158.65333333332,118063.75333333334,7558.870666371746
2021-08-31,AS,rice,87089.92,115975.59,107765.68,122873.16,119549.17,124887.23,124774.28,115538.14333333333,117738.61166666665,7563.233943045475
2019-01-31,AS,wheat,5595.033,3372.9525,3615.23,3372.9525,3846.3,5595.033,3665.75,3453.7116666666666,3613.7879166666667,139.87897984358673
2019-02-28,AS,wheat,3472.0,5595.033,3372.9525,3615.23,4102.34,3858.5,3374.95,4194.405166666666,3905.2434166666667,1219.0132658763744
2019-03-31,AS,wheat,4591.9,3472.0,5595.033,3372.9525,3372.9525,3756.19,5595.033,4146.661833333334,3800.1867500000003,1255.3035008067109
2019-04-30,AS,wheat,3887.5,4591.9,3472.0,5595.033,3372.9525,3846.3,5595.033,4552.977666666667,4003.3446666666664,1062.0515480881022
2019-05-31,AS,wheat,4652.7,3887.5,4591.9,3472.0,3615.23,4102.34,3858.5,3983.7999999999997,4089.1025833333333,566.1265494569205
2019-06-30,AS,wheat,4465.0,4652.7,3887.5,4591.9,3372.9525,3372.9525,3756.19,4377.366666666666,4262.01425,425.3247857030365
2019-07-31,AS,wheat,4091.6,4465.0,4652.7,3887.5,5595.033,3372.9525,3846.3,4335.066666666667,4444.022166666667,398.8041666449009
2019-08-31,AS,wheat,5098.1,4091.6,4465.0,4652.7,3472.0,3615.23,4102.34,4403.099999999999,4193.45,285.6256466075847
2019-09-30,AS,wheat,4584.0,5098.1,4091.6,4465.0,4591.9,3372.9525,3372.9525,4551.566666666667,4464.466666666666,508.80340342153306
2019-10-31,AS,wheat,5102.8,4584.0,5098.1,4091.6,3887.5,5595.033,3372.9525,4591.233333333334,4463.150000000001,503.28898590505196
2019-11-30,AS,wheat,5003.85,5102.8,4584.0,5098.1,4652.7,3472.0,3615.23,4928.3,4665.7,298.18180695677034
2019-12-31,AS,wheat,4913.55,5003.85,5102.8,4584.0,4465.0,4591.9,3372.9525,4896.883333333334,4724.225,275.44466020116954
2020-01-31,AS,wheat,5019.5,4913.55,5003.85,5102.8,4091.6,3887.5,5595.033,5006.733333333334,4798.983333333334,94.65794120589506
2020-02-29,AS,wheat,5023.2,5019.5,4913.55,5003.85,5098.1,4652.7,3472.0,4978.966666666667,4953.633333333334,57.190347379067234
2020-03-31,AS,wheat,5023.9,5023.2,5019.5,4913.55,4584.0,4465.0,4591.9,4985.416666666667,4941.150000000001,62.26584804962051
2020-04-30,AS,wheat,4995.25,5023.9,5023.2,5019.5,5102.8,4091.6,3887.5,5022.2,5014.466666666666,2.3643180846671554
2020-05-31,AS,wheat,5020.25,4995.25,5023.9,5023.2,5003.85,5098.1,4652.7,5014.116666666666,4996.541666666667,16.342760884829485
2020-06-30,AS,wheat,5122.07,5020.25,4995.25,5023.9,4913.55,4584.0,4465.0,5013.133333333332,4999.275,15.594577049048269
2020-07-31,AS,wheat,4964.85,5122.07,5020.25,4995.25,5019.5,5102.8,4091.6,5045.856666666667,5034.028333333333,67.17591929656896
2020-08-31,AS,wheat,5096.25,4964.85,5122.07,5020.25,5023.2,5003.85,5098.1,5035.723333333334,5024.92,79.74396612496129
2020-09-30,AS,wheat,4179.0,5096.25,4964.85,5122.07,5023.9,4913.55,4584.0,5061.056666666667,5037.095,84.31168444135896
2020-10-31,AS,wheat,4970.25,4179.0,5096.25,4964.85,4995.25,5019.5,5102.8,4746.700000000001,4896.278333333334,496.01306182398287
2020-11-30,AS,wheat,5402.02,4970.25,4179.0,5096.25,5020.25,5023.2,5003.85,4748.5,4892.111666666667,497.20889724541547
2020-12-31,AS,wheat,5106.25,5402.02,4970.25,4179.0,5122.07,5023.9,4913.55,4850.423333333333,4955.740000000001,620.2526119520472
2021-01-31,AS,wheat,4858.35,5106.25,5402.02,4970.25,4964.85,4995.25,5019.5,5159.506666666667,4953.1033333333335,220.7567385910119
2021-02-28,AS,wheat,5198.25,4858.35,5106.25,5402.02,5096.25,5020.25,5023.2,5122.206666666666,4935.3533333333335,272.1860184383831
2021-03-31,AS,wheat,5478.35,5198.25,4858.35,5106.25,4179.0,5122.07,5023.9,5054.283333333333,4952.3533333333335,175.80785913416656
2021-04-30,AS,wheat,5482.17,5478.35,5198.25,4858.35,4970.25,4964.85,4995.25,5178.316666666667,5168.911666666667,310.4802784934015
2021-05-31,AS,wheat,5338.95,5482.17,5478.35,5198.25,5402.02,5096.25,5020.25,5386.256666666667,5254.231666666667,162.82975199066692
2021-06-30,AS,wheat,4573.95,5338.95,5482.17,5478.35,5106.25,4179.0,5122.07,5433.156666666667,5243.72,81.60772104000061
